node1	label	node2
P5016	data_type	external-identifier
P5017	data_type	time
P5018	data_type	external-identifier
P5019	data_type	external-identifier
P502	data_type	string
P5020	data_type	external-identifier
P5021	data_type	item
P5022	data_type	quantity
P5023	data_type	item
P5024	data_type	item
P5025	data_type	item
P5026	data_type	item
P5027	data_type	quantity
P5028	data_type	item
P5029	data_type	external-identifier
P503	data_type	external-identifier
P5030	data_type	item
P5031	data_type	external-identifier
P5032	data_type	external-identifier
P5033	data_type	external-identifier
P5034	data_type	external-identifier
P5035	data_type	external-identifier
P5036	data_type	external-identifier
P5037	data_type	external-identifier
P5038	data_type	external-identifier
P5039	data_type	external-identifier
P504	data_type	item
P5040	data_type	item
P5041	data_type	item
P5042	data_type	item
P5043	data_type	quantity
P5044	data_type	quantity
P5045	data_type	quantity
P5046	data_type	string
P5047	data_type	external-identifier
P5048	data_type	external-identifier
P5049	data_type	external-identifier
P505	data_type	item
P5050	data_type	external-identifier
P5051	data_type	item
P5052	data_type	item
P5053	data_type	item
P5054	data_type	item
P5055	data_type	external-identifier
P5056	data_type	item
P5057	data_type	external-identifier
P5058	data_type	external-identifier
P5059	data_type	item
P506	data_type	external-identifier
P5061	data_type	monolingualtext
P5062	data_type	external-identifier
P5063	data_type	external-identifier
P5064	data_type	external-identifier
P5065	data_type	quantity
P5066	data_type	quantity
P5067	data_type	quantity
P5068	data_type	external-identifier
P5069	data_type	quantity
P507	data_type	external-identifier
P5070	data_type	item
P5071	data_type	quantity
P5072	data_type	item
P5073	data_type	external-identifier
P5075	data_type	external-identifier
P5076	data_type	external-identifier
P5077	data_type	external-identifier
P5078	data_type	external-identifier
P5079	data_type	external-identifier
P508	data_type	external-identifier
P5080	data_type	external-identifier
P5081	data_type	external-identifier
P5082	data_type	external-identifier
P5083	data_type	external-identifier
P5084	data_type	external-identifier
P5085	data_type	external-identifier
P5086	data_type	external-identifier
P5087	data_type	external-identifier
P5088	data_type	external-identifier
P509	data_type	item
P5090	data_type	external-identifier
P5091	data_type	external-identifier
P5092	data_type	external-identifier
P5093	data_type	external-identifier
P5094	data_type	external-identifier
P5095	data_type	item
P5096	data_type	item
P5097	data_type	external-identifier
P5098	data_type	external-identifier
P5099	data_type	external-identifier
P5101	data_type	external-identifier
P5102	data_type	item
P5103	data_type	external-identifier
P5104	data_type	external-identifier
P5105	data_type	item
P5106	data_type	external-identifier
P5107	data_type	external-identifier
P5108	data_type	external-identifier
P5109	data_type	item
P511	data_type	item
P5110	data_type	item
P5114	data_type	external-identifier
P5115	data_type	external-identifier
P5116	data_type	external-identifier
P5117	data_type	external-identifier
P5118	data_type	external-identifier
P5119	data_type	external-identifier
P512	data_type	item
P5120	data_type	external-identifier
P5121	data_type	external-identifier
P5122	data_type	external-identifier
P5123	data_type	external-identifier
P5124	data_type	external-identifier
P5125	data_type	item
P5126	data_type	item
P5127	data_type	external-identifier
P5128	data_type	external-identifier
P5129	data_type	external-identifier
P5131	data_type	item
P5132	data_type	item
P5133	data_type	item
P5134	data_type	item
P5135	data_type	item
P5136	data_type	item
P5137	data_type	item
P5138	data_type	item
P5139	data_type	string
P514	data_type	item
P5140	data_type	string
P5141	data_type	quantity
P5142	data_type	external-identifier
P5143	data_type	external-identifier
P5144	data_type	external-identifier
P5145	data_type	external-identifier
P5146	data_type	external-identifier
P5147	data_type	external-identifier
P5148	data_type	external-identifier
P5149	data_type	external-identifier
P515	data_type	item
P5150	data_type	item
P5151	data_type	external-identifier
P5152	data_type	item
P5153	data_type	external-identifier
P5154	data_type	external-identifier
P5156	data_type	external-identifier
P5157	data_type	external-identifier
P5158	data_type	external-identifier
P5159	data_type	external-identifier
P516	data_type	item
P5160	data_type	external-identifier
P5161	data_type	external-identifier
P5162	data_type	external-identifier
P5163	data_type	external-identifier
P5164	data_type	external-identifier
P5165	data_type	external-identifier
P5166	data_type	item
P5167	data_type	quantity
P5168	data_type	monolingualtext
P5169	data_type	external-identifier
P517	data_type	item
P5170	data_type	external-identifier
P5171	data_type	external-identifier
P5172	data_type	external-identifier
P5173	data_type	external-identifier
P5174	data_type	external-identifier
P5175	data_type	external-identifier
P5176	data_type	external-identifier
P5177	data_type	external-identifier
P5178	data_type	url
P5179	data_type	external-identifier
P518	data_type	item
P5180	data_type	external-identifier
P5181	data_type	external-identifier
P5182	data_type	external-identifier
P5183	data_type	external-identifier
P5184	data_type	external-identifier
P5185	data_type	item
P5186	data_type	item
P5187	data_type	monolingualtext
P5188	data_type	string
P5189	data_type	string
P5191	data_type	string
P5192	data_type	string
P5193	data_type	string
P5194	data_type	item
P5195	data_type	url
P5196	data_type	item
P5197	data_type	external-identifier
P5198	data_type	external-identifier
P5199	data_type	external-identifier
P520	data_type	item
P5200	data_type	external-identifier
P5201	data_type	item
P5202	data_type	item
P5203	data_type	item
P5204	data_type	time
P5205	data_type	quantity
P5206	data_type	item
P5207	data_type	external-identifier
P5208	data_type	external-identifier
P5209	data_type	external-identifier
P521	data_type	item
P5210	data_type	external-identifier
P5211	data_type	external-identifier
P5212	data_type	external-identifier
P5213	data_type	external-identifier
P5214	data_type	external-identifier
P5215	data_type	external-identifier
P5216	data_type	external-identifier
P5217	data_type	external-identifier
P5218	data_type	external-identifier
P5219	data_type	external-identifier
P522	data_type	item
P5220	data_type	external-identifier
P5221	data_type	external-identifier
P5222	data_type	external-identifier
P5223	data_type	external-identifier
P5224	data_type	external-identifier
P5225	data_type	external-identifier
P5226	data_type	external-identifier
P5227	data_type	external-identifier
P5229	data_type	external-identifier
P523	data_type	item
P5230	data_type	quantity
P5231	data_type	external-identifier
P5232	data_type	external-identifier
P5233	data_type	external-identifier
P5234	data_type	external-identifier
P5235	data_type	external-identifier
P5236	data_type	item
P5237	data_type	item
P5238	data_type	string
P5239	data_type	external-identifier
P524	data_type	item
P5240	data_type	external-identifier
P5241	data_type	external-identifier
P5242	data_type	external-identifier
P5243	data_type	external-identifier
P5244	data_type	item
P5245	data_type	external-identifier
P5246	data_type	external-identifier
P5247	data_type	external-identifier
P5248	data_type	item
P5249	data_type	item
P525	data_type	external-identifier
P5250	data_type	external-identifier
P5251	data_type	external-identifier
P5252	data_type	string
P5253	data_type	external-identifier
P5254	data_type	external-identifier
P5255	data_type	external-identifier
P5256	data_type	external-identifier
P5257	data_type	external-identifier
P5258	data_type	external-identifier
P5259	data_type	external-identifier
P5260	data_type	external-identifier
P5261	data_type	external-identifier
P5262	data_type	external-identifier
P5263	data_type	external-identifier
P5264	data_type	external-identifier
P5265	data_type	external-identifier
P5266	data_type	external-identifier
P5267	data_type	external-identifier
P5268	data_type	external-identifier
P5269	data_type	external-identifier
P527	data_type	item
P5270	data_type	external-identifier
P5271	data_type	external-identifier
P5272	data_type	external-identifier
P5273	data_type	external-identifier
P5274	data_type	external-identifier
P5275	data_type	external-identifier
P5276	data_type	string
P5277	data_type	item
P5278	data_type	item
P5279	data_type	string
P528	data_type	string
P5280	data_type	item
P5281	data_type	quantity
P5282	data_type	url
P5283	data_type	external-identifier
P5284	data_type	external-identifier
P5285	data_type	external-identifier
P5286	data_type	string
P5287	data_type	external-identifier
P5288	data_type	external-identifier
P5289	data_type	external-identifier
P529	data_type	string
P5290	data_type	external-identifier
P5291	data_type	external-identifier
P5292	data_type	external-identifier
P5293	data_type	external-identifier
P5294	data_type	external-identifier
P5295	data_type	external-identifier
P5296	data_type	external-identifier
P5297	data_type	external-identifier
P5298	data_type	external-identifier
P5299	data_type	external-identifier
P530	data_type	item
P5300	data_type	external-identifier
P5301	data_type	external-identifier
P5302	data_type	external-identifier
P5303	data_type	external-identifier
P5304	data_type	item
P5305	data_type	url
P5306	data_type	external-identifier
P5307	data_type	item
P5308	data_type	external-identifier
P5309	data_type	external-identifier
P531	data_type	item
P5310	data_type	external-identifier
P5311	data_type	external-identifier
P5312	data_type	external-identifier
P5313	data_type	external-identifier
P5314	data_type	item
P5315	data_type	external-identifier
P5316	data_type	external-identifier
P5317	data_type	item
P5318	data_type	external-identifier
P5319	data_type	external-identifier
P532	data_type	item
P5320	data_type	external-identifier
P5321	data_type	external-identifier
P5323	data_type	item
P5324	data_type	external-identifier
P5325	data_type	external-identifier
P5326	data_type	item
P5327	data_type	external-identifier
P5328	data_type	item
P5329	data_type	external-identifier
P533	data_type	item
P5330	data_type	item
P5331	data_type	external-identifier
P5332	data_type	external-identifier
P5333	data_type	external-identifier
P5334	data_type	external-identifier
P5335	data_type	external-identifier
P5336	data_type	external-identifier
P5337	data_type	external-identifier
P5338	data_type	external-identifier
P5339	data_type	external-identifier
P534	data_type	item
P5340	data_type	external-identifier
P5341	data_type	external-identifier
P5343	data_type	external-identifier
P5344	data_type	external-identifier
P5345	data_type	external-identifier
P5346	data_type	external-identifier
P5348	data_type	quantity
P5349	data_type	quantity
P535	data_type	external-identifier
P5350	data_type	string
P5351	data_type	string
P5352	data_type	string
P5353	data_type	item
P5354	data_type	external-identifier
P5355	data_type	external-identifier
P5356	data_type	external-identifier
P5357	data_type	external-identifier
P5358	data_type	external-identifier
P5359	data_type	external-identifier
P536	data_type	external-identifier
P5360	data_type	external-identifier
P5361	data_type	external-identifier
P5362	data_type	external-identifier
P5363	data_type	external-identifier
P5364	data_type	external-identifier
P5365	data_type	external-identifier
P5366	data_type	external-identifier
P5368	data_type	external-identifier
P5369	data_type	external-identifier
P537	data_type	item
P5370	data_type	external-identifier
P5371	data_type	external-identifier
P5372	data_type	external-identifier
P5373	data_type	external-identifier
P5374	data_type	external-identifier
P5375	data_type	external-identifier
P5376	data_type	external-identifier
P5377	data_type	external-identifier
P5378	data_type	external-identifier
P5379	data_type	external-identifier
P538	data_type	item
P5380	data_type	external-identifier
P5381	data_type	external-identifier
P5382	data_type	external-identifier
P5383	data_type	external-identifier
P5384	data_type	external-identifier
P5385	data_type	external-identifier
P5386	data_type	item
P5387	data_type	external-identifier
P5388	data_type	external-identifier
P5389	data_type	item
P539	data_type	external-identifier
P5390	data_type	external-identifier
P5391	data_type	external-identifier
P5392	data_type	external-identifier
P5393	data_type	external-identifier
P5394	data_type	external-identifier
P5395	data_type	external-identifier
P5396	data_type	external-identifier
P5397	data_type	external-identifier
P5398	data_type	external-identifier
P5400	data_type	external-identifier
P5401	data_type	string
P5402	data_type	string
P5403	data_type	external-identifier
P5404	data_type	external-identifier
P5406	data_type	external-identifier
P5407	data_type	external-identifier
P5408	data_type	external-identifier
P5409	data_type	external-identifier
P541	data_type	item
P5410	data_type	external-identifier
P5411	data_type	external-identifier
P5412	data_type	string
P5413	data_type	external-identifier
P5414	data_type	external-identifier
P5415	data_type	external-identifier
P5417	data_type	external-identifier
P5418	data_type	external-identifier
P5419	data_type	external-identifier
P542	data_type	item
P5420	data_type	external-identifier
P5421	data_type	external-identifier
P5422	data_type	item
P5423	data_type	string
P5424	data_type	external-identifier
P5425	data_type	item
P5426	data_type	item
P5427	data_type	quantity
P5428	data_type	quantity
P5429	data_type	external-identifier
P543	data_type	item
P5430	data_type	external-identifier
P5431	data_type	external-identifier
P5432	data_type	external-identifier
P5434	data_type	external-identifier
P5435	data_type	external-identifier
P5436	data_type	quantity
P5437	data_type	external-identifier
P5438	data_type	item
P5439	data_type	item
P5440	data_type	external-identifier
P5441	data_type	external-identifier
P5442	data_type	external-identifier
P5443	data_type	external-identifier
P5444	data_type	item
P5445	data_type	external-identifier
P5446	data_type	item
P5447	data_type	quantity
P5448	data_type	quantity
P5449	data_type	external-identifier
P545	data_type	item
P5450	data_type	external-identifier
P5451	data_type	external-identifier
P5452	data_type	external-identifier
P5453	data_type	external-identifier
P5454	data_type	external-identifier
P5455	data_type	external-identifier
P5456	data_type	external-identifier
P5457	data_type	external-identifier
P5458	data_type	external-identifier
P5459	data_type	external-identifier
P546	data_type	item
P5460	data_type	item
P5461	data_type	string
P5462	data_type	external-identifier
P5463	data_type	external-identifier
P5464	data_type	external-identifier
P5465	data_type	external-identifier
P5466	data_type	external-identifier
P5467	data_type	external-identifier
P5468	data_type	external-identifier
P5469	data_type	external-identifier
P547	data_type	item
P5470	data_type	external-identifier
P5471	data_type	string
P5473	data_type	external-identifier
P5474	data_type	quantity
P5475	data_type	item
P5476	data_type	external-identifier
P5477	data_type	external-identifier
P5478	data_type	external-identifier
P5479	data_type	quantity
P548	data_type	item
P5480	data_type	quantity
P5481	data_type	quantity
P5483	data_type	quantity
P5485	data_type	external-identifier
P5488	data_type	external-identifier
P5489	data_type	external-identifier
P549	data_type	external-identifier
P5490	data_type	external-identifier
P5491	data_type	external-identifier
P5492	data_type	external-identifier
P5493	data_type	external-identifier
P5494	data_type	external-identifier
P5495	data_type	external-identifier
P5496	data_type	external-identifier
P5497	data_type	external-identifier
P5498	data_type	external-identifier
P5499	data_type	external-identifier
P550	data_type	item
P5500	data_type	external-identifier
P5501	data_type	external-identifier
P5502	data_type	external-identifier
P5503	data_type	external-identifier
P5504	data_type	external-identifier
P5505	data_type	external-identifier
P5506	data_type	external-identifier
P5507	data_type	external-identifier
P5508	data_type	external-identifier
P5509	data_type	external-identifier
P551	data_type	item
P5510	data_type	external-identifier
P5513	data_type	external-identifier
P5514	data_type	item
P5515	data_type	external-identifier
P5516	data_type	external-identifier
P5517	data_type	external-identifier
P5518	data_type	string
P5519	data_type	string
P552	data_type	item
P5520	data_type	quantity
P5522	data_type	item
P5523	data_type	item
P5524	data_type	quantity
P5525	data_type	external-identifier
P5526	data_type	quantity
P5527	data_type	external-identifier
P5528	data_type	external-identifier
P5529	data_type	quantity
P553	data_type	item
P5530	data_type	external-identifier
P5531	data_type	external-identifier
P5532	data_type	external-identifier
P5533	data_type	external-identifier
P5534	data_type	external-identifier
P5535	data_type	external-identifier
P5536	data_type	external-identifier
P5537	data_type	item
P5538	data_type	external-identifier
P5539	data_type	external-identifier
P554	data_type	string
P5540	data_type	external-identifier
P5541	data_type	external-identifier
P5542	data_type	external-identifier
P5543	data_type	external-identifier
P5544	data_type	external-identifier
P5545	data_type	external-identifier
P5546	data_type	external-identifier
P5547	data_type	external-identifier
P5548	data_type	string
P5549	data_type	external-identifier
P555	data_type	string
P5550	data_type	external-identifier
P5551	data_type	external-identifier
P5552	data_type	external-identifier
P5553	data_type	external-identifier
P5554	data_type	external-identifier
P5555	data_type	string
P5556	data_type	external-identifier
P5557	data_type	external-identifier
P5558	data_type	external-identifier
P5559	data_type	external-identifier
P556	data_type	item
P5560	data_type	item
P5561	data_type	external-identifier
P5562	data_type	external-identifier
P5563	data_type	external-identifier
P5564	data_type	item
P5565	data_type	external-identifier
P5566	data_type	external-identifier
P5567	data_type	external-identifier
P5568	data_type	external-identifier
P5569	data_type	external-identifier
P557	data_type	external-identifier
P5570	data_type	external-identifier
P5571	data_type	external-identifier
P5572	data_type	item
P5573	data_type	external-identifier
P5574	data_type	external-identifier
P5575	data_type	quantity
P5576	data_type	external-identifier
P5578	data_type	external-identifier
P5579	data_type	external-identifier
P5580	data_type	external-identifier
P5581	data_type	external-identifier
P5582	data_type	quantity
P5584	data_type	external-identifier
P5585	data_type	external-identifier
P5586	data_type	external-identifier
P5587	data_type	external-identifier
P5588	data_type	item
P5589	data_type	item
P559	data_type	item
P5590	data_type	external-identifier
P5591	data_type	item
P5592	data_type	quantity
P5593	data_type	quantity
P5594	data_type	quantity
P5595	data_type	quantity
P5596	data_type	quantity
P5597	data_type	external-identifier
P5598	data_type	external-identifier
P5599	data_type	external-identifier
P560	data_type	item
P5600	data_type	external-identifier
P5601	data_type	external-identifier
P5602	data_type	external-identifier
P5603	data_type	external-identifier
P5604	data_type	external-identifier
P5605	data_type	external-identifier
P5606	data_type	item
P5607	data_type	item
P5608	data_type	quantity
P5609	data_type	external-identifier
P561	data_type	string
P5610	data_type	external-identifier
P5611	data_type	external-identifier
P5612	data_type	external-identifier
P5613	data_type	external-identifier
P5614	data_type	external-identifier
P5615	data_type	external-identifier
P5616	data_type	external-identifier
P5617	data_type	external-identifier
P5618	data_type	external-identifier
P5619	data_type	external-identifier
P562	data_type	item
P5620	data_type	external-identifier
P5621	data_type	external-identifier
P5622	data_type	external-identifier
P5623	data_type	item
P5624	data_type	quantity
P5625	data_type	string
P5626	data_type	external-identifier
P5627	data_type	external-identifier
P5628	data_type	external-identifier
P5629	data_type	external-identifier
P563	data_type	external-identifier
P5630	data_type	quantity
P5631	data_type	external-identifier
P5632	data_type	external-identifier
P5633	data_type	external-identifier
P5634	data_type	external-identifier
P5635	data_type	external-identifier
P5636	data_type	external-identifier
P5637	data_type	external-identifier
P5638	data_type	external-identifier
P5639	data_type	external-identifier
P564	data_type	string
P5640	data_type	external-identifier
P5641	data_type	external-identifier
P5642	data_type	item
P5643	data_type	external-identifier
P5644	data_type	external-identifier
P5645	data_type	external-identifier
P5646	data_type	external-identifier
P5647	data_type	external-identifier
P5648	data_type	external-identifier
P5649	data_type	external-identifier
P565	data_type	item
P5650	data_type	external-identifier
P5651	data_type	external-identifier
P5652	data_type	external-identifier
P5653	data_type	external-identifier
P5654	data_type	external-identifier
P5655	data_type	external-identifier
P5656	data_type	external-identifier
P5657	data_type	external-identifier
P5658	data_type	item
P5659	data_type	external-identifier
P566	data_type	item
P5661	data_type	external-identifier
P5662	data_type	external-identifier
P5663	data_type	external-identifier
P5664	data_type	external-identifier
P5665	data_type	external-identifier
P5666	data_type	external-identifier
P5667	data_type	external-identifier
P5668	data_type	quantity
P5669	data_type	quantity
P567	data_type	item
P5670	data_type	quantity
P5672	data_type	quantity
P5673	data_type	quantity
P5674	data_type	quantity
P5675	data_type	quantity
P5676	data_type	quantity
P5677	data_type	quantity
P5678	data_type	quantity
P5679	data_type	quantity
P568	data_type	item
P5680	data_type	external-identifier
P5681	data_type	quantity
P5682	data_type	quantity
P5683	data_type	external-identifier
P5685	data_type	quantity
P5686	data_type	external-identifier
P5687	data_type	external-identifier
P5688	data_type	external-identifier
P569	data_type	time
P5690	data_type	external-identifier
P5691	data_type	external-identifier
P5692	data_type	string
P5693	data_type	external-identifier
P5694	data_type	external-identifier
P5695	data_type	external-identifier
P5696	data_type	external-identifier
P5698	data_type	external-identifier
P5699	data_type	external-identifier
P570	data_type	time
P5700	data_type	external-identifier
P5703	data_type	string
P5704	data_type	external-identifier
P5705	data_type	external-identifier
P5706	data_type	quantity
P5707	data_type	item
P5708	data_type	quantity
P5709	data_type	quantity
P571	data_type	time
P5710	data_type	external-identifier
P5711	data_type	external-identifier
P5712	data_type	external-identifier
P5713	data_type	item
P5714	data_type	external-identifier
P5715	data_type	url
P5716	data_type	external-identifier
P5717	data_type	external-identifier
P5718	data_type	external-identifier
P5719	data_type	external-identifier
P5720	data_type	external-identifier
P5721	data_type	external-identifier
P5722	data_type	external-identifier
P5723	data_type	external-identifier
P5724	data_type	external-identifier
P5725	data_type	external-identifier
P5726	data_type	external-identifier
P5727	data_type	external-identifier
P5731	data_type	external-identifier
P5732	data_type	external-identifier
P5733	data_type	external-identifier
P5734	data_type	external-identifier
P5735	data_type	external-identifier
P5736	data_type	external-identifier
P5737	data_type	external-identifier
P5738	data_type	external-identifier
P5739	data_type	external-identifier
P574	data_type	time
P5740	data_type	external-identifier
P5742	data_type	external-identifier
P5743	data_type	external-identifier
P5744	data_type	external-identifier
P5745	data_type	external-identifier
P5746	data_type	external-identifier
P5747	data_type	external-identifier
P5748	data_type	external-identifier
P5749	data_type	external-identifier
P575	data_type	time
P5750	data_type	external-identifier
P5752	data_type	external-identifier
P5753	data_type	item
P5755	data_type	external-identifier
P5756	data_type	external-identifier
P5757	data_type	external-identifier
P5758	data_type	external-identifier
P5759	data_type	external-identifier
P576	data_type	time
P5760	data_type	external-identifier
P5761	data_type	external-identifier
P5762	data_type	external-identifier
P5763	data_type	external-identifier
P5764	data_type	external-identifier
P5765	data_type	external-identifier
P5768	data_type	external-identifier
P5769	data_type	item
P577	data_type	time
P5770	data_type	external-identifier
P5771	data_type	external-identifier
P5772	data_type	external-identifier
P5773	data_type	external-identifier
P5774	data_type	external-identifier
P5775	data_type	string
P5776	data_type	external-identifier
P5777	data_type	external-identifier
P5778	data_type	string
P5779	data_type	external-identifier
P578	data_type	time
P5780	data_type	external-identifier
P5782	data_type	external-identifier
P5783	data_type	external-identifier
P5784	data_type	external-identifier
P5785	data_type	external-identifier
P5786	data_type	external-identifier
P5787	data_type	external-identifier
P5788	data_type	external-identifier
P5789	data_type	external-identifier
P579	data_type	item
P5790	data_type	external-identifier
P5791	data_type	external-identifier
P5792	data_type	external-identifier
P5793	data_type	external-identifier
P5794	data_type	external-identifier
P5795	data_type	external-identifier
P5796	data_type	external-identifier
P5797	data_type	external-identifier
P5798	data_type	string
P5799	data_type	external-identifier
P580	data_type	time
P5800	data_type	item
P5801	data_type	external-identifier
P5802	data_type	item
P5803	data_type	external-identifier
P5804	data_type	item
P5805	data_type	item
P5806	data_type	external-identifier
P5807	data_type	external-identifier
P5808	data_type	external-identifier
P5809	data_type	external-identifier
P5810	data_type	string
P5811	data_type	quantity
P5813	data_type	external-identifier
P5814	data_type	external-identifier
P5815	data_type	external-identifier
P5816	data_type	item
P5817	data_type	item
P5818	data_type	external-identifier
P5819	data_type	external-identifier
P582	data_type	time
P5820	data_type	external-identifier
P5821	data_type	external-identifier
P5822	data_type	quantity
P5823	data_type	external-identifier
P5824	data_type	item
P5825	data_type	string
P5826	data_type	item
P5827	data_type	external-identifier
P5828	data_type	item
P5829	data_type	external-identifier
P5830	data_type	string
P5831	data_type	monolingualtext
P5832	data_type	item
P5833	data_type	external-identifier
P5834	data_type	external-identifier
P5835	data_type	external-identifier
P5836	data_type	external-identifier
P5838	data_type	external-identifier
P5839	data_type	external-identifier
P5840	data_type	external-identifier
P5841	data_type	item
P5842	data_type	external-identifier
P5843	data_type	external-identifier
P5844	data_type	external-identifier
P5845	data_type	external-identifier
P5846	data_type	external-identifier
P5847	data_type	external-identifier
P5848	data_type	external-identifier
P5849	data_type	external-identifier
P585	data_type	time
P5851	data_type	external-identifier
P5852	data_type	item
P5858	data_type	external-identifier
P5859	data_type	external-identifier
P586	data_type	external-identifier
P5860	data_type	external-identifier
P5862	data_type	external-identifier
P5863	data_type	external-identifier
P5864	data_type	external-identifier
P5865	data_type	external-identifier
P5866	data_type	external-identifier
P5867	data_type	external-identifier
P5868	data_type	external-identifier
P5869	data_type	item
P587	data_type	external-identifier
P5870	data_type	external-identifier
P5871	data_type	external-identifier
P5872	data_type	item
P5873	data_type	item
P5874	data_type	external-identifier
P5875	data_type	external-identifier
P5876	data_type	external-identifier
P5877	data_type	external-identifier
P5878	data_type	string
P5879	data_type	external-identifier
P588	data_type	item
P5880	data_type	item
P5881	data_type	item
P5882	data_type	external-identifier
P5883	data_type	external-identifier
P5884	data_type	external-identifier
P5885	data_type	external-identifier
P5886	data_type	item
P5887	data_type	external-identifier
P5888	data_type	external-identifier
P589	data_type	item
P5890	data_type	external-identifier
P5891	data_type	external-identifier
P5892	data_type	external-identifier
P5893	data_type	quantity
P5894	data_type	quantity
P5895	data_type	quantity
P5896	data_type	quantity
P5897	data_type	quantity
P5898	data_type	quantity
P5899	data_type	quantity
P590	data_type	external-identifier
P5900	data_type	quantity
P5901	data_type	string
P5902	data_type	external-identifier
P5903	data_type	external-identifier
P5904	data_type	external-identifier
P5905	data_type	external-identifier
P5906	data_type	external-identifier
P5908	data_type	external-identifier
P5909	data_type	external-identifier
P591	data_type	string
P5910	data_type	string
P5911	data_type	item
P5912	data_type	external-identifier
P5913	data_type	item
P5914	data_type	external-identifier
P5915	data_type	external-identifier
P5916	data_type	external-identifier
P5917	data_type	external-identifier
P5918	data_type	external-identifier
P592	data_type	external-identifier
P5920	data_type	string
P5921	data_type	external-identifier
P5922	data_type	external-identifier
P5923	data_type	item
P5925	data_type	external-identifier
P5926	data_type	external-identifier
P5927	data_type	external-identifier
P5928	data_type	external-identifier
P5929	data_type	quantity
P593	data_type	string
P5930	data_type	external-identifier
P5931	data_type	external-identifier
P5932	data_type	external-identifier
P5933	data_type	external-identifier
P5934	data_type	external-identifier
P5935	data_type	external-identifier
P5936	data_type	external-identifier
P5937	data_type	external-identifier
P5938	data_type	external-identifier
P5939	data_type	external-identifier
P594	data_type	external-identifier
P5940	data_type	item
P5941	data_type	external-identifier
P5942	data_type	external-identifier
P5944	data_type	external-identifier
P5945	data_type	external-identifier
P5946	data_type	external-identifier
P5947	data_type	quantity
P5948	data_type	external-identifier
P5949	data_type	string
P595	data_type	external-identifier
P5950	data_type	external-identifier
P5951	data_type	external-identifier
P5952	data_type	external-identifier
P5953	data_type	external-identifier
P5954	data_type	external-identifier
P5955	data_type	external-identifier
P5956	data_type	external-identifier
P5957	data_type	external-identifier
P5958	data_type	external-identifier
P5959	data_type	external-identifier
P5960	data_type	external-identifier
P5961	data_type	item
P5962	data_type	string
P5963	data_type	external-identifier
P5964	data_type	external-identifier
P5965	data_type	external-identifier
P5966	data_type	external-identifier
P5967	data_type	item
P5968	data_type	external-identifier
P5969	data_type	external-identifier
P597	data_type	external-identifier
P5970	data_type	item
P5971	data_type	external-identifier
P5972	data_type	string
P5973	data_type	string
P5974	data_type	string
P5975	data_type	string
P5976	data_type	string
P5977	data_type	string
P5978	data_type	string
P5979	data_type	string
P598	data_type	item
P5980	data_type	string
P5981	data_type	external-identifier
P5982	data_type	quantity
P5983	data_type	external-identifier
P5984	data_type	external-identifier
P5985	data_type	external-identifier
P5986	data_type	external-identifier
P5987	data_type	external-identifier
P5988	data_type	external-identifier
P5989	data_type	external-identifier
P599	data_type	external-identifier
P5990	data_type	external-identifier
P5991	data_type	quantity
P5992	data_type	quantity
P5993	data_type	quantity
P5994	data_type	string
P5995	data_type	item
P5996	data_type	item
P5997	data_type	string
P5998	data_type	item
P5999	data_type	external-identifier
P600	data_type	external-identifier
P6000	data_type	quantity
P6001	data_type	item
P6002	data_type	external-identifier
P6003	data_type	external-identifier
P6004	data_type	external-identifier
P6005	data_type	external-identifier
P6006	data_type	external-identifier
P6007	data_type	external-identifier
P6008	data_type	external-identifier
P6009	data_type	external-identifier
P6010	data_type	external-identifier
P6011	data_type	external-identifier
P6012	data_type	external-identifier
P6013	data_type	external-identifier
P6014	data_type	quantity
P6015	data_type	external-identifier
P6016	data_type	external-identifier
P6017	data_type	external-identifier
P6018	data_type	external-identifier
P6019	data_type	external-identifier
P6020	data_type	external-identifier
P6021	data_type	external-identifier
P6022	data_type	item
P6023	data_type	external-identifier
P6024	data_type	external-identifier
P6025	data_type	external-identifier
P6028	data_type	external-identifier
P6030	data_type	external-identifier
P6032	data_type	external-identifier
P6033	data_type	external-identifier
P6034	data_type	external-identifier
P6035	data_type	external-identifier
P6036	data_type	external-identifier
P6037	data_type	external-identifier
P6038	data_type	external-identifier
P6039	data_type	external-identifier
P604	data_type	external-identifier
P6040	data_type	external-identifier
P6041	data_type	external-identifier
P6042	data_type	external-identifier
P6043	data_type	external-identifier
P6044	data_type	external-identifier
P6045	data_type	external-identifier
P6046	data_type	external-identifier
P6047	data_type	external-identifier
P6048	data_type	external-identifier
P6049	data_type	external-identifier
P605	data_type	external-identifier
P6050	data_type	external-identifier
P6051	data_type	external-identifier
P6052	data_type	external-identifier
P6053	data_type	external-identifier
P6054	data_type	external-identifier
P6055	data_type	external-identifier
P6056	data_type	external-identifier
P6057	data_type	external-identifier
P6058	data_type	external-identifier
P6059	data_type	external-identifier
P606	data_type	time
P6060	data_type	external-identifier
P6061	data_type	external-identifier
P6062	data_type	external-identifier
P6063	data_type	external-identifier
P6064	data_type	external-identifier
P6065	data_type	external-identifier
P6066	data_type	external-identifier
P6067	data_type	external-identifier
P6068	data_type	external-identifier
P6069	data_type	quantity
P607	data_type	item
P6070	data_type	external-identifier
P6071	data_type	external-identifier
P6072	data_type	string
P6073	data_type	quantity
P6075	data_type	quantity
P6076	data_type	quantity
P6077	data_type	external-identifier
